"unitid","institution name","year","EF2022A.Level of student","EF2022A.Grand total","EF2022A.Grand total men","EF2022A.Grand total women","EF2022A.American Indian or Alaska Native total","EF2022A.American Indian or Alaska Native men","EF2022A.American Indian or Alaska Native women","EF2022A.Asian total","EF2022A.Asian men","EF2022A.Asian women","EF2022A.Black or African American total","EF2022A.Black or African American men","EF2022A.Black or African American women","EF2022A.Hispanic total","EF2022A.Hispanic men","EF2022A.Hispanic women","EF2022A.Native Hawaiian or Other Pacific Islander total","EF2022A.Native Hawaiian or Other Pacific Islander men","EF2022A.Native Hawaiian or Other Pacific Islander women","EF2022A.White total","EF2022A.White men","EF2022A.White women","EF2022A.Two or more races total","EF2022A.Two or more races men","EF2022A.Two or more races women","EF2022A.Race/ethnicity unknown total","EF2022A.Race/ethnicity unknown men","EF2022A.Race/ethnicity unknown women","EF2022A.U.S. Nonresident total","EF2022A.U.S. Nonresident men","EF2022A.U.S. Nonresident women","EF2022A.Gender unknown","EF2022A.Another gender","EF2022A.Total of gender unknown and another gender","EF2022A.Total gender reported as one of the mutually exclusive binary categories (Men/Women)","IDX_EF"
"190415","Cornell University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","12136","5535","6601","34","16","18","2840","1181","1659","857","361","496","1768","854","914","15","9","6","4050","1995","2055","645","283","362","727","316","411","1200","520","680",,,,,"-2"
"190415","Cornell University","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","58","27","31","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","3","0","53","24","29",,,,,"-2"
"190415","Cornell University","2022","Full-time students, Graduate","9413","4656","4757","18","8","10","859","403","456","310","142","168","530","251","279","1","1","0","2376","1175","1201","229","98","131","369","198","171","4721","2380","2341",,,,,"-2"
"190415","Cornell University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","631","278","353","0","0","0","274","107","167","17","8","9","50","20","30","0","0","0","176","80","96","30","13","17","31","16","15","53","34","19",,,,,"-2"
"190415","Cornell University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","11505","5257","6248","34","16","18","2566","1074","1492","840","353","487","1718","834","884","15","9","6","3874","1915","1959","615","270","345","696","300","396","1147","486","661",,,,,"-2"
"190415","Cornell University","2022","Part-time students total","800","425","375","4","2","2","114","63","51","66","34","32","64","35","29","1","0","1","343","195","148","25","15","10","58","25","33","125","56","69",,,,,"-2"
"190415","Cornell University","2022","Part-time students, Undergraduate total","50","30","20","1","1","0","6","4","2","3","3","0","5","4","1","1","0","1","26","14","12","3","2","1","3","2","1","2","0","2",,,,,"-2"
"190415","Cornell University","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","49","30","19","1","1","0","6","4","2","3","3","0","5","4","1","1","0","1","26","14","12","3","2","1","3","2","1","1","0","1",,,,,"-2"
"190415","Cornell University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","49","30","19","1","1","0","6","4","2","3","3","0","5","4","1","1","0","1","26","14","12","3","2","1","3","2","1","1","0","1",,,,,"-2"
"190415","Cornell University","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",,,,,"-2"
"190415","Cornell University","2022","Part-time students, Graduate","750","395","355","3","1","2","108","59","49","63","31","32","59","31","28","0","0","0","317","181","136","22","13","9","55","23","32","123","56","67",,,,,"-2"
"190415","Cornell University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","49","30","19","1","1","0","6","4","2","3","3","0","5","4","1","1","0","1","26","14","12","3","2","1","3","2","1","1","0","1",,,,,"-2"
"191649","Hofstra University","2022","All students total","10238","4143","6095","24","11","13","1342","537","805","864","306","558","1431","548","883","8","2","6","5289","2151","3138","336","128","208","400","171","229","544","289","255","0","0","0","10238","-2"
"191649","Hofstra University","2022","All students, Undergraduate total","6110","2645","3465","14","6","8","846","349","497","547","208","339","987","403","584","2","0","2","3068","1361","1707","245","101","144","131","64","67","270","153","117","0","0","0","6110","-2"
"191649","Hofstra University","2022","All students, Undergraduate, Degree/certificate-seeking total","6051","2606","3445","14","6","8","844","347","497","545","206","339","981","398","583","2","0","2","3060","1353","1707","244","100","144","117","57","60","244","139","105",,,,,"-2"
"191649","Hofstra University","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","1710","711","999","3","2","1","281","113","168","181","67","114","288","111","177","0","0","0","793","353","440","73","27","46","36","15","21","55","23","32",,,,,"-2"
"191649","Hofstra University","2022","All students, Undergraduate, Other degree/certificate-seeking","4341","1895","2446","11","4","7","563","234","329","364","139","225","693","287","406","2","0","2","2267","1000","1267","171","73","98","81","42","39","189","116","73",,,,,"-2"
"191649","Hofstra University","2022","All students, Undergraduate, Non-degree/certificate-seeking","59","39","20","0","0","0","2","2","0","2","2","0","6","5","1","0","0","0","8","8","0","1","1","0","14","7","7","26","14","12",,,,,"-2"
"191649","Hofstra University","2022","All students, Graduate","4128","1498","2630","10","5","5","496","188","308","317","98","219","444","145","299","6","2","4","2221","790","1431","91","27","64","269","107","162","274","136","138","0","0","0","4128","-2"
"191649","Hofstra University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","240","114","126","0","0","0","24","11","13","30","10","20","36","14","22","0","0","0","122","61","61","5","2","3","5","4","1","18","12","6",,,,,"-2"
"191649","Hofstra University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","4101","1781","2320","11","4","7","539","223","316","334","129","205","657","273","384","2","0","2","2145","939","1206","166","71","95","76","38","38","171","104","67",,,,,"-2"
"191649","Hofstra University","2022","Full-time students total","8858","3653","5205","20","9","11","1181","472","709","697","252","445","1255","485","770","6","2","4","4619","1917","2702","301","114","187","276","132","144","503","270","233",,,,,"-2"
"191649","Hofstra University","2022","Full-time students, Undergraduate total","5842","2502","3340","13","6","7","806","329","477","505","189","316","940","378","562","1","0","1","2971","1303","1668","237","97","140","108","53","55","261","147","114",,,,,"-2"
"191649","Hofstra University","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","5818","2490","3328","13","6","7","806","329","477","505","189","316","940","378","562","1","0","1","2971","1303","1668","237","97","140","108","53","55","237","135","102",,,,,"-2"
"191649","Hofstra University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","1704","708","996","3","2","1","280","113","167","180","67","113","287","110","177","0","0","0","791","352","439","72","26","46","36","15","21","55","23","32",,,,,"-2"
"191649","Hofstra University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","4114","1782","2332","10","4","6","526","216","310","325","122","203","653","268","385","1","0","1","2180","951","1229","165","71","94","72","38","34","182","112","70",,,,,"-2"
"191649","Hofstra University","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","24","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","12","12",,,,,"-2"
"191649","Hofstra University","2022","Full-time students, Graduate","3016","1151","1865","7","3","4","375","143","232","192","63","129","315","107","208","5","2","3","1648","614","1034","64","17","47","168","79","89","242","123","119",,,,,"-2"
"191649","Hofstra University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","204","101","103","0","0","0","14","9","5","23","9","14","33","12","21","0","0","0","107","54","53","5","2","3","4","3","1","18","12","6",,,,,"-2"
"191649","Hofstra University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","3910","1681","2229","10","4","6","512","207","305","302","113","189","620","256","364","1","0","1","2073","897","1176","160","69","91","68","35","33","164","100","64",,,,,"-2"
"191649","Hofstra University","2022","Part-time students total","1380","490","890","4","2","2","161","65","96","167","54","113","176","63","113","2","0","2","670","234","436","35","14","21","124","39","85","41","19","22",,,,,"-2"
"191649","Hofstra University","2022","Part-time students, Undergraduate total","268","143","125","1","0","1","40","20","20","42","19","23","47","25","22","1","0","1","97","58","39","8","4","4","23","11","12","9","6","3",,,,,"-2"
"191649","Hofstra University","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","233","116","117","1","0","1","38","18","20","40","17","23","41","20","21","1","0","1","89","50","39","7","3","4","9","4","5","7","4","3",,,,,"-2"
"191649","Hofstra University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","6","3","3","0","0","0","1","0","1","1","0","1","1","1","0","0","0","0","2","1","1","1","1","0","0","0","0","0","0","0",,,,,"-2"
"191649","Hofstra University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","227","113","114","1","0","1","37","18","19","39","17","22","40","19","21","1","0","1","87","49","38","6","2","4","9","4","5","7","4","3",,,,,"-2"
"191649","Hofstra University","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","35","27","8","0","0","0","2","2","0","2","2","0","6","5","1","0","0","0","8","8","0","1","1","0","14","7","7","2","2","0",,,,,"-2"
"191649","Hofstra University","2022","Part-time students, Graduate","1112","347","765","3","2","1","121","45","76","125","35","90","129","38","91","1","0","1","573","176","397","27","10","17","101","28","73","32","13","19",,,,,"-2"
"191649","Hofstra University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","36","13","23","0","0","0","10","2","8","7","1","6","3","2","1","0","0","0","15","7","8","0","0","0","1","1","0","0","0","0",,,,,"-2"
"191649","Hofstra University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","191","100","91","1","0","1","27","16","11","32","16","16","37","17","20","1","0","1","72","42","30","6","2","4","8","3","5","7","4","3",,,,,"-2"
"196060","SUNY at Albany","2022","All students total","16658","7200","9458","39","15","24","1378","610","768","3013","1163","1850","2671","1043","1628","11","3","8","7302","3322","3980","628","240","388","334","153","181","1282","651","631","0",,"0","16658","-2"
"196060","SUNY at Albany","2022","All students, Undergraduate total","12264","5604","6660","35","14","21","1138","535","603","2661","1048","1613","2274","917","1357","9","3","6","5028","2569","2459","520","203","317","184","96","88","415","219","196","0",,"0","12264","-2"
"196060","SUNY at Albany","2022","All students, Undergraduate, Degree/certificate-seeking total","12175","5562","6613","35","14","21","1132","532","600","2656","1046","1610","2265","913","1352","9","3","6","4997","2551","2446","516","201","315","154","84","70","411","218","193",,,,,"-2"
"196060","SUNY at Albany","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","2651","1114","1537","5","3","2","278","135","143","629","235","394","562","194","368","1","0","1","950","438","512","109","44","65","28","16","12","89","49","40",,,,,"-2"
"196060","SUNY at Albany","2022","All students, Undergraduate, Other degree/certificate-seeking","9524","4448","5076","30","11","19","854","397","457","2027","811","1216","1703","719","984","8","3","5","4047","2113","1934","407","157","250","126","68","58","322","169","153",,,,,"-2"
"196060","SUNY at Albany","2022","All students, Undergraduate, Non-degree/certificate-seeking","89","42","47","0","0","0","6","3","3","5","2","3","9","4","5","0","0","0","31","18","13","4","2","2","30","12","18","4","1","3",,,,,"-2"
"196060","SUNY at Albany","2022","All students, Graduate","4394","1596","2798","4","1","3","240","75","165","352","115","237","397","126","271","2","0","2","2274","753","1521","108","37","71","150","57","93","867","432","435","0",,"0","4394","-2"
"196060","SUNY at Albany","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","861","445","416","3","1","2","59","29","30","153","78","75","120","58","62","2","1","1","425","228","197","41","20","21","20","11","9","38","19","19",,,,,"-2"
"196060","SUNY at Albany","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","8663","4003","4660","27","10","17","795","368","427","1874","733","1141","1583","661","922","6","2","4","3622","1885","1737","366","137","229","106","57","49","284","150","134",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students total","13760","6104","7656","31","13","18","1174","533","641","2764","1065","1699","2380","933","1447","10","2","8","5647","2718","2929","550","211","339","201","103","98","1003","526","477",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students, Undergraduate total","11541","5240","6301","31","13","18","1066","498","568","2556","995","1561","2173","870","1303","8","2","6","4674","2382","2292","490","190","300","145","81","64","398","209","189",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","11535","5240","6295","31","13","18","1065","498","567","2556","995","1561","2173","870","1303","8","2","6","4671","2382","2289","490","190","300","144","81","63","397","209","188",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","2645","1111","1534","5","3","2","277","134","143","628","235","393","561","194","367","1","0","1","948","437","511","108","43","65","28","16","12","89","49","40",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","8890","4129","4761","26","10","16","788","364","424","1928","760","1168","1612","676","936","7","2","5","3723","1945","1778","382","147","235","116","65","51","308","160","148",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","6","0","6","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","1","0","1","1","0","1",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students, Graduate","2219","864","1355","0","0","0","108","35","73","208","70","138","207","63","144","2","0","2","973","336","637","60","21","39","56","22","34","605","317","288",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","808","420","388","3","1","2","56","28","28","148","75","73","115","58","57","1","0","1","392","214","178","37","16","21","19","10","9","37","18","19",,,,,"-2"
"196060","SUNY at Albany","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","8082","3709","4373","23","9","14","732","336","396","1780","685","1095","1497","618","879","6","2","4","3331","1731","1600","345","131","214","97","55","42","271","142","129",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students total","2898","1096","1802","8","2","6","204","77","127","249","98","151","291","110","181","1","1","0","1655","604","1051","78","29","49","133","50","83","279","125","154",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students, Undergraduate total","723","364","359","4","1","3","72","37","35","105","53","52","101","47","54","1","1","0","354","187","167","30","13","17","39","15","24","17","10","7",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","640","322","318","4","1","3","67","34","33","100","51","49","92","43","49","1","1","0","326","169","157","26","11","15","10","3","7","14","9","5",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","6","3","3","0","0","0","1","1","0","1","0","1","1","0","1","0","0","0","2","1","1","1","1","0","0","0","0","0","0","0",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","634","319","315","4","1","3","66","33","33","99","51","48","91","43","48","1","1","0","324","168","156","25","10","15","10","3","7","14","9","5",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","83","42","41","0","0","0","5","3","2","5","2","3","9","4","5","0","0","0","28","18","10","4","2","2","29","12","17","3","1","2",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students, Graduate","2175","732","1443","4","1","3","132","40","92","144","45","99","190","63","127","0","0","0","1301","417","884","48","16","32","94","35","59","262","115","147",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","53","25","28","0","0","0","3","1","2","5","3","2","5","0","5","1","1","0","33","14","19","4","4","0","1","1","0","1","1","0",,,,,"-2"
"196060","SUNY at Albany","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","581","294","287","4","1","3","63","32","31","94","48","46","86","43","43","0","0","0","291","154","137","21","6","15","9","2","7","13","8","5",,,,,"-2"
"196097","Stony Brook University","2022","All students total","25710","12181","13529","17","7","10","6829","3369","3460","1464","521","943","3316","1327","1989","17","9","8","7844","3504","4340","625","273","352","2002","885","1117","3596","2286","1310","0",,"0","25710","-2"
"196097","Stony Brook University","2022","All students, Undergraduate total","17509","8610","8899","12","4","8","5917","2984","2933","1050","375","675","2590","1089","1501","11","6","5","4785","2409","2376","480","216","264","928","478","450","1736","1049","687","0",,"0","17509","-2"
"196097","Stony Brook University","2022","All students, Undergraduate, Degree/certificate-seeking total","17406","8570","8836","12","4","8","5916","2983","2933","1050","375","675","2588","1087","1501","11","6","5","4783","2408","2375","480","216","264","912","471","441","1654","1020","634",,,,,"-2"
"196097","Stony Brook University","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","3347","1611","1736","1","0","1","1396","696","700","198","84","114","481","184","297","0","0","0","760","383","377","92","36","56","176","80","96","243","148","95",,,,,"-2"
"196097","Stony Brook University","2022","All students, Undergraduate, Other degree/certificate-seeking","14059","6959","7100","11","4","7","4520","2287","2233","852","291","561","2107","903","1204","11","6","5","4023","2025","1998","388","180","208","736","391","345","1411","872","539",,,,,"-2"
"196097","Stony Brook University","2022","All students, Undergraduate, Non-degree/certificate-seeking","103","40","63","0","0","0","1","1","0","0","0","0","2","2","0","0","0","0","2","1","1","0","0","0","16","7","9","82","29","53",,,,,"-2"
"196097","Stony Brook University","2022","All students, Graduate","8201","3571","4630","5","3","2","912","385","527","414","146","268","726","238","488","6","3","3","3059","1095","1964","145","57","88","1074","407","667","1860","1237","623","0",,"0","8201","-2"
"196097","Stony Brook University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1179","523","656","2","1","1","222","112","110","87","24","63","233","92","141","1","1","0","487","216","271","39","17","22","44","21","23","64","39","25",,,,,"-2"
"196097","Stony Brook University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","12880","6436","6444","9","3","6","4298","2175","2123","765","267","498","1874","811","1063","10","5","5","3536","1809","1727","349","163","186","692","370","322","1347","833","514",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students total","21993","10787","11206","12","6","6","6440","3186","3254","1192","435","757","2814","1148","1666","12","6","6","6192","2936","3256","551","244","307","1459","728","731","3321","2098","1223",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students, Undergraduate total","16406","8018","8388","9","4","5","5728","2874","2854","971","346","625","2362","977","1385","10","5","5","4354","2170","2184","447","198","249","862","443","419","1663","1001","662",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","16314","7988","8326","9","4","5","5728","2874","2854","971","346","625","2361","976","1385","10","5","5","4353","2170","2183","447","198","249","853","442","411","1582","973","609",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","3342","1609","1733","1","0","1","1395","695","700","198","84","114","480","184","296","0","0","0","758","383","375","92","36","56","176","80","96","242","147","95",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","12972","6379","6593","8","4","4","4333","2179","2154","773","262","511","1881","792","1089","10","5","5","3595","1787","1808","355","162","193","677","362","315","1340","826","514",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","92","30","62","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","9","1","8","81","28","53",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students, Graduate","5587","2769","2818","3","2","1","712","312","400","221","89","132","452","171","281","2","1","1","1838","766","1072","104","46","58","597","285","312","1658","1097","561",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1093","483","610","1","1","0","216","109","107","84","24","60","215","86","129","1","1","0","441","190","251","36","16","20","39","19","20","60","37","23",,,,,"-2"
"196097","Stony Brook University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","11879","5896","5983","7","3","4","4117","2070","2047","689","238","451","1666","706","960","9","4","5","3154","1597","1557","319","146","173","638","343","295","1280","789","491",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students total","3717","1394","2323","5","1","4","389","183","206","272","86","186","502","179","323","5","3","2","1652","568","1084","74","29","45","543","157","386","275","188","87",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students, Undergraduate total","1103","592","511","3","0","3","189","110","79","79","29","50","228","112","116","1","1","0","431","239","192","33","18","15","66","35","31","73","48","25",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","1092","582","510","3","0","3","188","109","79","79","29","50","227","111","116","1","1","0","430","238","192","33","18","15","59","29","30","72","47","25",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","5","2","3","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","2","0","2","0","0","0","0","0","0","1","1","0",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","1087","580","507","3","0","3","187","108","79","79","29","50","226","111","115","1","1","0","428","238","190","33","18","15","59","29","30","71","46","25",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","11","10","1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","7","6","1","1","1","0",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students, Graduate","2614","802","1812","2","1","1","200","73","127","193","57","136","274","67","207","4","2","2","1221","329","892","41","11","30","477","122","355","202","140","62",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","86","40","46","1","0","1","6","3","3","3","0","3","18","6","12","0","0","0","46","26","20","3","1","2","5","2","3","4","2","2",,,,,"-2"
"196097","Stony Brook University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","1001","540","461","2","0","2","181","105","76","76","29","47","208","105","103","1","1","0","382","212","170","30","17","13","54","27","27","67","44","23",,,,,"-2"
"197869","Appalachian State University","2022","All students total","20436","8650","11786","47","12","35","334","137","197","748","329","419","1604","636","968","3","0","3","16536","7070","9466","878","349","529","130","58","72","156","59","97","1",,"1","20435","-2"
"197869","Appalachian State University","2022","All students, Undergraduate total","18558","8097","10461","37","11","26","307","130","177","593","284","309","1530","619","911","2","0","2","15002","6619","8383","844","334","510","112","54","58","131","46","85","1",,"1","18557","-2"
"197869","Appalachian State University","2022","All students, Undergraduate, Degree/certificate-seeking total","18467","8060","10407","27","8","19","307","130","177","588","281","307","1524","618","906","2","0","2","14978","6609","8369","842","333","509","112","54","58","87","27","60",,,,,"-2"
"197869","Appalachian State University","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","3917","1640","2277","8","3","5","59","24","35","111","55","56","327","134","193","1","0","1","3140","1328","1812","215","73","142","21","12","9","35","11","24",,,,,"-2"
"197869","Appalachian State University","2022","All students, Undergraduate, Other degree/certificate-seeking","14550","6420","8130","19","5","14","248","106","142","477","226","251","1197","484","713","1","0","1","11838","5281","6557","627","260","367","91","42","49","52","16","36",,,,,"-2"
"197869","Appalachian State University","2022","All students, Undergraduate, Non-degree/certificate-seeking","91","37","54","10","3","7","0","0","0","5","3","2","6","1","5","0","0","0","24","10","14","2","1","1","0","0","0","44","19","25",,,,,"-2"
"197869","Appalachian State University","2022","All students, Graduate","1878","553","1325","10","1","9","27","7","20","155","45","110","74","17","57","1","0","1","1534","451","1083","34","15","19","18","4","14","25","13","12","0",,"0","1878","-2"
"197869","Appalachian State University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1498","646","852","1","0","1","32","15","17","61","28","33","122","53","69","0","0","0","1197","514","683","65","31","34","5","1","4","15","4","11",,,,,"-2"
"197869","Appalachian State University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","13052","5774","7278","18","5","13","216","91","125","416","198","218","1075","431","644","1","0","1","10641","4767","5874","562","229","333","86","41","45","37","12","25",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students total","18223","7874","10349","26","8","18","306","130","176","579","280","299","1455","587","868","2","0","2","14774","6438","8336","830","330","500","108","51","57","143","50","93",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students, Undergraduate total","17365","7573","9792","26","8","18","290","125","165","537","262","275","1413","576","837","2","0","2","14069","6196","7873","806","317","489","102","50","52","120","39","81",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","17319","7552","9767","26","8","18","290","125","165","534","259","275","1413","576","837","2","0","2","14069","6196","7873","806","317","489","102","50","52","77","21","56",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","3899","1635","2264","8","3","5","58","24","34","109","55","54","325","133","192","1","0","1","3131","1326","1805","211","71","140","21","12","9","35","11","24",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","13420","5917","7503","18","5","13","232","101","131","425","204","221","1088","443","645","1","0","1","10938","4870","6068","595","246","349","81","38","43","42","10","32",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","46","21","25","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","18","25",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students, Graduate","858","301","557","0","0","0","16","5","11","42","18","24","42","11","31","0","0","0","705","242","463","24","13","11","6","1","5","23","11","12",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1316","598","718","1","0","1","28","14","14","48","27","21","107","50","57","0","0","0","1055","472","583","62","31","31","3","1","2","12","3","9",,,,,"-2"
"197869","Appalachian State University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","12104","5319","6785","17","5","12","204","87","117","377","177","200","981","393","588","1","0","1","9883","4398","5485","533","215","318","78","37","41","30","7","23",,,,,"-2"
"197869","Appalachian State University","2022","Part-time students total","2213","776","1437","21","4","17","28","7","21","169","49","120","149","49","100","1","0","1","1762","632","1130","48","19","29","22","7","15","13","9","4",,,,,"-2"
"197869","Appalachian State University","2022","Part-time students, Undergraduate total","1193","524","669","11","3","8","17","5","12","56","22","34","117","43","74","0","0","0","933","423","510","38","17","21","10","4","6","11","7","4",,,,,"-2"
"197869","Appalachian State University","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","1148","508","640","1","0","1","17","5","12","54","22","32","111","42","69","0","0","0","909","413","496","36","16","20","10","4","6","10","6","4",,,,,"-2"
"197869","Appalachian State University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","18","5","13","0","0","0","1","0","1","2","0","2","2","1","1","0","0","0","9","2","7","4","2","2","0","0","0","0","0","0",,,,,"-2"
"197869","Appalachian State University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","1130","503","627","1","0","1","16","5","11","52","22","30","109","41","68","0","0","0","900","411","489","32","14","18","10","4","6","10","6","4",,,,,"-2"
"197869","Appalachian State University","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","45","16","29","10","3","7","0","0","0","2","0","2","6","1","5","0","0","0","24","10","14","2","1","1","0","0","0","1","1","0",,,,,"-2"
"197869","Appalachian State University","2022","Part-time students, Graduate","1020","252","768","10","1","9","11","2","9","113","27","86","32","6","26","1","0","1","829","209","620","10","2","8","12","3","9","2","2","0",,,,,"-2"
